dataZone,councilArea,SIMD2020CrimeDomainRank,crimeCount,crimeRate
S01007203,Angus,6110,3,53
S01007204,Angus,5161,9,98
S01007205,Angus,344,58,825
S01007206,Angus,4663,5,125
S01007207,Angus,4417,11,137
S01007208,Angus,1869,34,344
S01007209,Angus,385,58,790
S01007210,Angus,637,44,624
S01007211,Angus,1895,33,340
S01007212,Angus,3804,9,174
S01007213,Angus,5300,8,91
S01007214,Angus,1538,29,393
S01007215,Angus,5022,7,105
S01007216,Angus,3365,16,203
S01007217,Angus,2821,23,245
S01007218,Angus,5972,5,60
S01007219,Angus,4613,10,127
S01007220,Angus,5527,5,80
S01007221,Angus,6877,*,*
S01007222,Angus,2780,19,248
S01007223,Angus,6004,3,58
S01007224,Angus,6770,*,*
S01007225,Angus,5238,8,94
S01007226,Angus,6188,4,49
S01007227,Angus,4282,14,144
S01007228,Angus,5711,4,71
S01007229,Angus,3640,19,184
S01007230,Angus,1534,30,394
S01007231,Angus,577,47,656
S01007232,Angus,984,34,505
S01007233,Angus,3936,12,165
S01007234,Angus,1523,25,397
S01007235,Angus,707,42,592
S01007236,Angus,2087,20,318
S01007237,Angus,5369,6,87
S01007238,Angus,5923,5,62
S01007239,Angus,5447,8,84
S01007240,Angus,3336,11,204
S01007241,Angus,5863,4,65
S01007242,Angus,6561,3,30
S01007243,Angus,5260,6,93
S01007244,Angus,3673,12,183
S01007245,Angus,4934,7,110
S01007246,Angus,2269,16,296
S01007247,Angus,5982,4,60
S01007248,Angus,4863,8,114
S01007249,Angus,379,35,793
S01007250,Angus,1682,28,369
S01007251,Angus,5524,4,80
S01007252,Angus,4792,8,118
S01007253,Angus,6658,3,24
S01007254,Angus,3911,13,167
S01007255,Angus,858,43,543
S01007256,Angus,360,66,810
S01007257,Angus,107,81,1280
S01007258,Angus,1453,35,409
S01007259,Angus,557,58,673
S01007260,Angus,1404,36,417
S01007261,Angus,5721,5,71
S01007262,Angus,3816,12,173
S01007263,Angus,4327,10,141
S01007264,Angus,4167,11,151
S01007265,Angus,2324,33,292
S01007266,Angus,5224,6,95
S01007267,Angus,6735,*,*
S01007268,Angus,6103,3,53
S01007269,Angus,2783,12,248
S01007270,Angus,3559,11,190
S01007271,Angus,3546,18,190
S01007272,Angus,719,48,586
S01007273,Angus,2281,19,295
S01007274,Angus,326,62,836
S01007275,Angus,6495,*,*
S01007276,Angus,4578,12,129
S01007277,Angus,3172,16,216
S01007278,Angus,3999,8,161
S01007279,Angus,5034,6,104
S01007280,Angus,5669,4,73
S01007281,Angus,6667,*,*
S01007282,Angus,6385,*,*
S01007283,Angus,4204,14,150
S01007284,Argyll and Bute,4609,10,127
S01007285,Argyll and Bute,5980,5,60
S01007286,Argyll and Bute,3763,18,177
S01007287,Argyll and Bute,6172,3,49
S01007288,Argyll and Bute,5255,5,93
S01007289,Argyll and Bute,3720,13,180
S01007290,Argyll and Bute,2796,25,246
S01007291,Argyll and Bute,1152,30,465
S01007292,Argyll and Bute,6828,*,*
S01007293,Argyll and Bute,2383,21,285
S01007294,Argyll and Bute,5215,8,95
S01007295,Argyll and Bute,1062,23,488
S01007296,Argyll and Bute,160,60,1098
S01007297,Argyll and Bute,422,65,763
S01007298,Argyll and Bute,6023,3,57
S01007299,Argyll and Bute,1703,30,366
S01007300,Argyll and Bute,4340,7,141
S01007301,Argyll and Bute,3022,21,226
S01007302,Argyll and Bute,2753,15,250
S01007303,Argyll and Bute,6707,*,*
S01007304,Argyll and Bute,6928,*,*
S01007305,Argyll and Bute,6087,4,54
S01007306,Argyll and Bute,5237,7,94
S01007307,Argyll and Bute,5755,6,69
S01007308,Argyll and Bute,3269,15,209
S01007309,Argyll and Bute,6303,3,44
S01007310,Argyll and Bute,6647,*,*
S01007311,Argyll and Bute,2558,21,265
S01007312,Argyll and Bute,4708,9,122
S01007313,Argyll and Bute,6078,5,54
S01007314,Argyll and Bute,5777,4,68
S01007315,Argyll and Bute,3318,18,206
S01007316,Argyll and Bute,1447,31,410
S01007317,Argyll and Bute,1767,26,358
S01007318,Argyll and Bute,4363,8,140
S01007319,Argyll and Bute,5361,6,88
S01007320,Argyll and Bute,6618,*,*
S01007321,Argyll and Bute,6734,*,*
S01007322,Argyll and Bute,6022,4,57
S01007323,Argyll and Bute,3452,8,197
S01007324,Argyll and Bute,6594,*,*
S01007325,Argyll and Bute,5849,5,65
S01007326,Argyll and Bute,5877,5,64
S01007327,Argyll and Bute,3858,11,170
S01007328,Argyll and Bute,4760,9,120
S01007329,Argyll and Bute,4758,8,120
S01007330,Argyll and Bute,5404,6,85
S01007331,Argyll and Bute,6703,*,*
S01007332,Argyll and Bute,6343,*,*
S01007333,Argyll and Bute,4055,12,158
S01007334,Argyll and Bute,2566,17,264
S01007335,Argyll and Bute,1755,25,360
S01007336,Argyll and Bute,52,93,1795
S01007337,Argyll and Bute,5746,4,69
S01007338,Argyll and Bute,5009,8,105
S01007339,Argyll and Bute,5567,5,78
S01007340,Argyll and Bute,5431,4,84
S01007341,Argyll and Bute,4137,10,153
S01007342,Argyll and Bute,4763,9,119
S01007343,Argyll and Bute,3193,13,214
S01007344,Argyll and Bute,4013,7,160
S01007345,Argyll and Bute,3498,10,194
S01007346,Argyll and Bute,157,61,1109
S01007347,Argyll and Bute,1972,18,331
S01007348,Argyll and Bute,4460,7,135
S01007349,Argyll and Bute,3874,8,169
S01007350,Argyll and Bute,891,29,531
S01007351,Argyll and Bute,6246,3,46
S01007352,Argyll and Bute,6928,*,*
S01007353,Argyll and Bute,6271,3,45
S01007354,Argyll and Bute,4355,11,140
S01007355,Argyll and Bute,3687,16,182
S01007356,Argyll and Bute,5911,4,63
S01007357,Argyll and Bute,4920,8,111
S01007358,Argyll and Bute,2317,26,293
S01007359,Argyll and Bute,3037,18,224
S01007360,Argyll and Bute,3723,10,179
S01007361,Argyll and Bute,5986,6,59
S01007362,Argyll and Bute,4358,10,140
S01007363,Argyll and Bute,2130,21,312
S01007364,Argyll and Bute,3950,13,165
S01007365,Argyll and Bute,4425,6,137
S01007366,Argyll and Bute,304,38,853
S01007367,Argyll and Bute,1041,27,493
S01007368,Argyll and Bute,2495,15,271
S01007369,Argyll and Bute,2320,20,292
S01007370,Argyll and Bute,435,50,755
S01007371,Argyll and Bute,3896,10,167
S01007372,Argyll and Bute,2555,22,266
S01007373,Argyll and Bute,2867,12,240
S01007374,Argyll and Bute,5265,5,93
S01007375,Argyll and Bute,5271,4,92
S01007376,Argyll and Bute,3509,16,193
S01007377,Argyll and Bute,6781,*,*
S01007378,Argyll and Bute,6869,3,11
S01007379,Argyll and Bute,3186,10,215
S01007380,Argyll and Bute,3793,10,175
S01007381,Argyll and Bute,4384,8,139
S01007382,Argyll and Bute,4630,8,126
S01007383,Argyll and Bute,6057,4,56
S01007384,Argyll and Bute,6326,3,43
S01007385,Argyll and Bute,4801,9,117
S01007386,Argyll and Bute,6084,4,54
S01007387,Argyll and Bute,6574,*,*
S01007388,Argyll and Bute,6928,*,*
S01007389,Argyll and Bute,3173,12,215
S01007390,Argyll and Bute,2580,14,263
S01007391,Argyll and Bute,5614,4,76
S01007392,Argyll and Bute,6332,*,*
S01007393,Argyll and Bute,5401,7,85
S01007394,Argyll and Bute,5922,4,62
S01007395,Argyll and Bute,152,81,1122
S01007396,Argyll and Bute,1497,29,401
S01007397,Argyll and Bute,3511,17,193
S01007398,Argyll and Bute,3547,12,190
S01007399,Argyll and Bute,804,34,557
S01007400,Argyll and Bute,3085,15,222
S01007401,Argyll and Bute,4312,9,142
S01007402,Argyll and Bute,5707,4,71
S01007403,Argyll and Bute,5362,7,88
S01007404,Argyll and Bute,1007,21,499
S01007405,Argyll and Bute,4817,8,117
S01007406,Argyll and Bute,3569,12,189
S01007407,Argyll and Bute,6817,*,*
S01007408,Argyll and Bute,4318,7,142
S01007409,Clackmannanshire,3094,15,221
S01007410,Clackmannanshire,2897,16,238
S01007411,Clackmannanshire,309,76,848
S01007412,Clackmannanshire,5344,4,89
S01007413,Clackmannanshire,6473,3,35
S01007414,Clackmannanshire,4570,9,130
S01007415,Clackmannanshire,1643,33,375
S01007416,Clackmannanshire,2444,15,278
S01007417,Clackmannanshire,6708,*,*
S01007418,Clackmannanshire,3314,13,206
S01007419,Clackmannanshire,1764,33,359
S01007420,Clackmannanshire,949,72,514
S01007421,Clackmannanshire,6582,*,*
S01007422,Clackmannanshire,4853,7,115
S01007423,Clackmannanshire,3596,15,187
S01007424,Clackmannanshire,6039,4,57
S01007425,Clackmannanshire,2986,18,229
S01007426,Clackmannanshire,3102,15,221
S01007427,Clackmannanshire,2544,16,266
S01007428,Clackmannanshire,1821,29,350
S01007429,Clackmannanshire,2061,23,320
S01007430,Clackmannanshire,5166,4,98
S01007431,Clackmannanshire,6371,*,*
S01007432,Clackmannanshire,4272,12,144
S01007433,Clackmannanshire,2615,24,260
S01007434,Clackmannanshire,1234,21,451
S01007435,Clackmannanshire,1550,26,392
S01007436,Clackmannanshire,976,34,507
S01007437,Clackmannanshire,2285,12,294
S01007438,Clackmannanshire,1157,29,464
S01007439,Clackmannanshire,2726,17,252
S01007440,Clackmannanshire,4621,8,127
S01007441,Clackmannanshire,5465,4,83
S01007442,Clackmannanshire,6690,*,*
S01007443,Clackmannanshire,6498,3,33
S01007444,Clackmannanshire,5005,10,106
S01007445,Clackmannanshire,5521,5,81
S01007446,Clackmannanshire,6466,*,*
S01007447,Clackmannanshire,5173,5,97
S01007448,Clackmannanshire,3136,18,219
S01007449,Clackmannanshire,1899,32,340
S01007450,Clackmannanshire,661,46,613
S01007451,Clackmannanshire,4391,8,139
S01007452,Clackmannanshire,1988,26,329
S01007453,Clackmannanshire,6867,*,*
S01007454,Clackmannanshire,961,26,510
S01007455,Clackmannanshire,2314,27,293
S01007456,Clackmannanshire,1697,34,367
S01007457,Clackmannanshire,1480,42,403
S01007458,Clackmannanshire,1721,18,365
S01007459,Clackmannanshire,6098,3,53
S01007460,Clackmannanshire,1148,36,466
S01007461,Clackmannanshire,271,59,897
S01007462,Clackmannanshire,667,44,610
S01007463,Clackmannanshire,395,71,781
S01007464,Clackmannanshire,510,45,699
S01007465,Clackmannanshire,180,79,1056
S01007466,Clackmannanshire,19,261,2785
S01007467,Clackmannanshire,936,53,519
S01007468,Clackmannanshire,5599,5,77
S01007469,Clackmannanshire,903,30,527
S01007470,Clackmannanshire,1783,26,356
S01007471,Clackmannanshire,3775,8,176
S01007472,Clackmannanshire,2674,14,256
S01007473,Clackmannanshire,1194,18,458
S01007474,Clackmannanshire,5868,3,65
S01007475,Clackmannanshire,5189,8,96
S01007476,Clackmannanshire,3577,13,188
S01007477,Clackmannanshire,2305,14,293
S01007478,Clackmannanshire,1884,30,342
S01007479,Clackmannanshire,4346,8,140
S01007480,Clackmannanshire,5492,6,82
S01007481,Dumfries and Galloway,5650.5,6,74
S01007482,Dumfries and Galloway,1929,15,336
S01007483,Dumfries and Galloway,6398,3,39
S01007484,Dumfries and Galloway,233,50,955
S01007485,Dumfries and Galloway,441,34,753
S01007486,Dumfries and Galloway,847,43,545
S01007487,Dumfries and Galloway,97,114,1351
S01007488,Dumfries and Galloway,929,50,520
S01007489,Dumfries and Galloway,837,45,548
S01007490,Dumfries and Galloway,3778,16,176
S01007491,Dumfries and Galloway,2391,33,284
S01007492,Dumfries and Galloway,2520,17,269
S01007493,Dumfries and Galloway,4365,10,139
S01007494,Dumfries and Galloway,5176,5,97
S01007495,Dumfries and Galloway,2409.5,22,282
S01007496,Dumfries and Galloway,3004,23,228
S01007497,Dumfries and Galloway,1566,23,389
S01007498,Dumfries and Galloway,29,170,2267
S01007499,Dumfries and Galloway,6213,4,48
S01007500,Dumfries and Galloway,3114,12,220
S01007501,Dumfries and Galloway,4056,11,158
S01007502,Dumfries and Galloway,4718,6,122
S01007503,Dumfries and Galloway,4939,11,110
S01007504,Dumfries and Galloway,3878,11,169
S01007505,Dumfries and Galloway,5212,4,95
S01007506,Dumfries and Galloway,5310,5,91
S01007507,Dumfries and Galloway,1331,38,429
S01007508,Dumfries and Galloway,5317,6,90
S01007509,Dumfries and Galloway,6116,3,53
S01007510,Dumfries and Galloway,5463,8,83
S01007511,Dumfries and Galloway,5055,8,103
S01007512,Dumfries and Galloway,4224,7,148
S01007513,Dumfries and Galloway,1297,42,436
S01007514,Dumfries and Galloway,234,47,955
S01007515,Dumfries and Galloway,3436,13,198
S01007516,Dumfries and Galloway,4229,9,148
S01007517,Dumfries and Galloway,5436,4,84
S01007518,Dumfries and Galloway,5677,6,73
S01007519,Dumfries and Galloway,2376,12,286
S01007520,Dumfries and Galloway,3644,18,184
S01007521,Dumfries and Galloway,5200,5,96
S01007522,Dumfries and Galloway,5442,8,84
S01007523,Dumfries and Galloway,4696,7,123
S01007524,Dumfries and Galloway,4979,10,107
S01007525,Dumfries and Galloway,4916,7,111
S01007526,Dumfries and Galloway,2511,20,270
S01007527,Dumfries and Galloway,4990,9,106
S01007528,Dumfries and Galloway,846,38,545
S01007529,Dumfries and Galloway,6237,3,47
S01007530,Dumfries and Galloway,5656,4,74
S01007531,Dumfries and Galloway,5534,6,80
S01007532,Dumfries and Galloway,4574,7,129
S01007533,Dumfries and Galloway,4623,7,127
S01007534,Dumfries and Galloway,4705,11,123
S01007535,Dumfries and Galloway,2686,26,255
S01007536,Dumfries and Galloway,2134,29,312
S01007537,Dumfries and Galloway,1655,38,373
S01007538,Dumfries and Galloway,3713,17,180
S01007539,Dumfries and Galloway,4271,10,144
S01007540,Dumfries and Galloway,1359,37,425
S01007541,Dumfries and Galloway,5347,7,89
S01007542,Dumfries and Galloway,4978,9,108
S01007543,Dumfries and Galloway,3287,20,208
S01007544,Dumfries and Galloway,5332,9,89
S01007545,Dumfries and Galloway,4723,10,122
S01007546,Dumfries and Galloway,5367,5,87
S01007547,Dumfries and Galloway,2645,14,258
S01007548,Dumfries and Galloway,4872,8,114
S01007549,Dumfries and Galloway,5690,5,72
S01007550,Dumfries and Galloway,5663,7,74
S01007551,Dumfries and Galloway,2373,25,286
S01007552,Dumfries and Galloway,1837,29,348
S01007553,Dumfries and Galloway,2409.5,22,282
S01007554,Dumfries and Galloway,2661,11,257
S01007555,Dumfries and Galloway,2183,16,306
S01007556,Dumfries and Galloway,1789,18,355
S01007557,Dumfries and Galloway,2608,28,261
S01007558,Dumfries and Galloway,3758,8,177
S01007559,Dumfries and Galloway,240,63,946
S01007560,Dumfries and Galloway,3025,21,226
S01007561,Dumfries and Galloway,4406,10,138
S01007562,Dumfries and Galloway,6177,4,49
S01007563,Dumfries and Galloway,4610,11,127
S01007564,Dumfries and Galloway,6054,4,56
S01007565,Dumfries and Galloway,1792,36,354
S01007566,Dumfries and Galloway,5796,5,67
S01007567,Dumfries and Galloway,5739,4,70
S01007568,Dumfries and Galloway,6216,3,48
S01007569,Dumfries and Galloway,3937,13,165
S01007570,Dumfries and Galloway,2852,22,241
S01007571,Dumfries and Galloway,6403,*,*
S01007572,Dumfries and Galloway,3097,26,221
S01007573,Dumfries and Galloway,4197,14,150
S01007574,Dumfries and Galloway,2616,25,260
S01007575,Dumfries and Galloway,750,48,574
S01007576,Dumfries and Galloway,201,70,1011
S01007577,Dumfries and Galloway,1030,36,494
S01007578,Dumfries and Galloway,552,45,676
S01007579,Dumfries and Galloway,504,44,704
S01007580,Dumfries and Galloway,980,40,506
S01007581,Dumfries and Galloway,2979,11,229
S01007582,Dumfries and Galloway,541,43,683
S01007583,Dumfries and Galloway,259,85,920
S01007584,Dumfries and Galloway,918,31,523
S01007585,Dumfries and Galloway,726,52,584
S01007586,Dumfries and Galloway,302,66,857
S01007587,Dumfries and Galloway,1610,29,381
S01007588,Dumfries and Galloway,6467,3,35
S01007589,Dumfries and Galloway,2718,18,252
S01007590,Dumfries and Galloway,6002,4,59
S01007591,Dumfries and Galloway,4315.5,8,142
S01007592,Dumfries and Galloway,1831,25,348
S01007593,Dumfries and Galloway,5642,8,75
S01007594,Dumfries and Galloway,2797,19,246
S01007595,Dumfries and Galloway,5352,9,88
S01007596,Dumfries and Galloway,2737,12,251
S01007597,Dumfries and Galloway,2169,19,307
S01007598,Dumfries and Galloway,3458,12,196
S01007599,Dumfries and Galloway,3432,17,198
S01007600,Dumfries and Galloway,596,67,644
S01007601,Dumfries and Galloway,4368,8,139
S01007602,Dumfries and Galloway,6513,*,*
S01007603,Dumfries and Galloway,4704,9,123
S01007604,Dumfries and Galloway,6437,3,37
S01007605,Dumfries and Galloway,6126,4,52
S01007606,Dumfries and Galloway,5873,4,65
S01007607,Dumfries and Galloway,6532,*,*
S01007608,Dumfries and Galloway,6928,*,*
S01007609,Dumfries and Galloway,2386,25,284
S01007610,Dumfries and Galloway,968,27,508
S01007611,Dumfries and Galloway,1351,38,426
S01007612,Dumfries and Galloway,8,401,4155
S01007613,Dumfries and Galloway,1405,30,417
S01007614,Dumfries and Galloway,5650.5,7,74
S01007615,Dumfries and Galloway,2362,31,288
S01007616,Dumfries and Galloway,1124,32,473
S01007617,Dumfries and Galloway,3809,9,174
S01007618,Dumfries and Galloway,3742,11,178
S01007619,Dumfries and Galloway,2329,19,291
S01007620,Dumfries and Galloway,5345,5,89
S01007621,Dumfries and Galloway,5780,4,68
S01007622,Dumfries and Galloway,4315.5,8,142
S01007623,Dumfries and Galloway,6737,*,*
S01007624,Dumfries and Galloway,5905,4,63
S01007625,Dumfries and Galloway,5107,5,100
S01007626,Dumfries and Galloway,3914,10,166
S01007627,Dumfries and Galloway,5218,14,95
S01007628,Dumfries and Galloway,3575,13,189
S01007629,Dumfries and Galloway,4244,10,146
S01007630,Dumfries and Galloway,4982,9,107
S01007631,Dumfries and Galloway,1766,22,358
S01007632,Dumfries and Galloway,2983,22,229
S01007633,Dumfries and Galloway,1934,34,335
S01007634,Dumfries and Galloway,4586,9,129
S01007635,Dumfries and Galloway,3897,12,167
S01007636,Dumfries and Galloway,2859,21,241
S01007637,Dumfries and Galloway,1225,41,453
S01007638,Dumfries and Galloway,1110,37,477
S01007639,Dumfries and Galloway,1907,33,339
S01007640,Dumfries and Galloway,166,82,1089
S01007641,Dumfries and Galloway,2049,26,322
S01007642,Dumfries and Galloway,1137,36,469
S01007643,Dumfries and Galloway,4289,13,144
S01007644,Dumfries and Galloway,6400,3,39
S01007645,Dumfries and Galloway,5601,4,77
S01007646,Dumfries and Galloway,5103,6,100
S01007647,Dumfries and Galloway,6798,*,*
S01007648,Dumfries and Galloway,3043,19,224
S01007649,Dumfries and Galloway,6351,3,41
S01007650,Dumfries and Galloway,5844,6,66
S01007651,Dumfries and Galloway,2610,15,261
S01007652,Dumfries and Galloway,3944,10,165
S01007653,Dumfries and Galloway,2349,24,289
S01007654,Dumfries and Galloway,2241,33,299
S01007655,Dumfries and Galloway,4383,11,139
S01007656,Dumfries and Galloway,1024,37,495
S01007657,Dumfries and Galloway,2987,10,229
S01007658,Dumfries and Galloway,5145,5,99
S01007659,Dumfries and Galloway,3857,14,170
S01007660,Dumfries and Galloway,2291,24,294
S01007661,Dumfries and Galloway,123,72,1208
S01007662,Dumfries and Galloway,457,64,738
S01007663,Dumfries and Galloway,1921,28,337
S01007664,Dumfries and Galloway,1574,22,386
S01007665,Dumfries and Galloway,2456,18,276
S01007666,Dumfries and Galloway,5934,3,61
S01007667,Dumfries and Galloway,5826,5,66
S01007668,Dumfries and Galloway,3765,19,176
S01007669,Dumfries and Galloway,1734,23,363
S01007670,Dumfries and Galloway,1285,30,439
S01007671,Dumfries and Galloway,4121,11,154
S01007672,Dumfries and Galloway,4797,10,118
S01007673,Dumfries and Galloway,4772,8,119
S01007674,Dumfries and Galloway,2195,23,304
S01007675,Dumfries and Galloway,6270,3,45
S01007676,Dumfries and Galloway,1506,27,400
S01007677,Dumfries and Galloway,4247,7,146
S01007678,Dumfries and Galloway,1548,29,392
S01007679,Dumfries and Galloway,1235,37,450
S01007680,Dumfries and Galloway,4906,10,112
S01007681,Dumfries and Galloway,2800,10,246
S01007682,Dundee City,3089,19,221
S01007683,Dundee City,6589,*,*
S01007684,Dundee City,4728,9,121
S01007685,Dundee City,5490,7,82
S01007686,Dundee City,5636,5,75
S01007687,Dundee City,5172,8,97
S01007688,Dundee City,5695,7,72
S01007689,Dundee City,6765,*,*
S01007690,Dundee City,2118,28,314
S01007691,Dundee City,584,186,651
S01007692,Dundee City,2848,20,241
S01007693,Dundee City,998,52,502
S01007694,Dundee City,3972,16,163
S01007695,Dundee City,6185,5,49
S01007696,Dundee City,1305,34,435
S01007697,Dundee City,4451,13,135
S01007698,Dundee City,3702,19,181
S01007699,Dundee City,1363,35,424
S01007700,Dundee City,1689,36,368
S01007701,Dundee City,663,33,613
S01007702,Dundee City,4174,15,151
S01007703,Dundee City,1809,29,351
S01007704,Dundee City,221,92,984
S01007705,Dundee City,5,565,7128
S01007706,Dundee City,173,93,1073
S01007707,Dundee City,4991,11,106
S01007708,Dundee City,3373,13,202
S01007709,Dundee City,733,36,583
S01007710,Dundee City,226,91,975
S01007711,Dundee City,150,122,1131
S01007712,Dundee City,2203,21,303
S01007713,Dundee City,2406,12,282
S01007714,Dundee City,896,34,529
S01007715,Dundee City,147,59,1138
S01007716,Dundee City,695,63,597
S01007717,Dundee City,296,67,867
S01007718,Dundee City,766,41,569
S01007719,Dundee City,2743,24,251
S01007720,Dundee City,2366,21,287
S01007721,Dundee City,3187,17,215
S01007722,Dundee City,645,61,621
S01007723,Dundee City,1003,48,500
S01007724,Dundee City,99,86,1339
S01007725,Dundee City,631,44,626
S01007726,Dundee City,139,91,1166
S01007727,Dundee City,1129,49,472
S01007728,Dundee City,1753,33,360
S01007729,Dundee City,1151,34,465
S01007730,Dundee City,1408,29,417
S01007731,Dundee City,1238,33,450
S01007732,Dundee City,799,46,558
S01007733,Dundee City,1471,36,407
S01007734,Dundee City,4035,13,159
S01007735,Dundee City,5886,5,64
S01007736,Dundee City,4332,10,141
S01007737,Dundee City,3438,22,198
S01007738,Dundee City,5464,6,83
S01007739,Dundee City,5446,5,84
S01007740,Dundee City,2214,17,302
S01007741,Dundee City,5222,7,95
S01007742,Dundee City,3254,12,210
S01007743,Dundee City,944,44,515
S01007744,Dundee City,1322,34,431
S01007745,Dundee City,2055,22,321
S01007746,Dundee City,2622,24,259
S01007747,Dundee City,2784,12,248
S01007748,Dundee City,979,38,506
S01007749,Dundee City,5102,7,100
S01007750,Dundee City,4629,10,126
S01007751,Dundee City,6202,4,48
S01007752,Dundee City,6418,3,38
S01007753,Dundee City,2062,16,320
S01007754,Dundee City,2874,21,240
S01007755,Dundee City,1403,34,417
S01007756,Dundee City,2382,15,285
S01007757,Dundee City,5399,7,85
S01007758,Dundee City,5604,7,76
S01007759,Dundee City,1290,43,437
S01007760,Dundee City,5888,4,64
S01007761,Dundee City,4657,11,125
S01007762,Dundee City,1400,35,418
S01007763,Dundee City,5375,5,87
S01007764,Dundee City,6811,*,*
S01007765,Dundee City,6555,*,*
S01007766,Dundee City,6928,*,*
S01007767,Dundee City,6664,*,*
S01007768,Dundee City,5741,5,70
S01007769,Dundee City,4910,8,112
